ID,FECHA,PUNTO,USERNAME
1.47595E+18,2021-12-28T16:11:26.000-06:00,POINT (-98.19769 19.2147),geolocationms
1.47595E+18,2021-12-28T16:11:26.000-06:00,POINT (-98.19769 19.2147),geolocationms
1.47595E+18,2021-12-28T16:11:27.000-06:00,POINT (-98.19769 19.2147),geolocationms
1.47497E+18,2021-12-25T22:47:55.000-06:00,POINT (-98.84781188 19.69347389),GrasslandB
1.47481E+18,2021-12-25T12:33:23.000-06:00,POINT (-88.39809895 18.65913474),YORCH_21
1.47494E+18,2021-12-25T21:27:39.000-06:00,POINT (-99.79679986 16.84026587),Dontropiloco77
1.47489E+18,2021-12-25T17:56:20.000-06:00,POINT (-91.5484344 18.7698339),CrysCS
1.47517E+18,2021-12-26T12:07:56.000-06:00,POINT (-86.87404633 21.03986635),Tonninho_
1.47523E+18,2021-12-26T16:18:00.000-06:00,POINT (-98.84357429 19.69009384),FriendsOfFeeney
1.4752E+18,2021-12-26T14:21:44.000-06:00,POINT (-87.3787 21.5182),DEmanuelSCampos
1.47523E+18,2021-12-26T16:35:40.000-06:00,POINT (-90.9333 18.7667),DanielGmartz
1.4752E+18,2021-12-26T14:33:27.000-06:00,POINT (-100.11472495 25.77727814),josep27_
1.47533E+18,2021-12-26T22:50:23.000-06:00,POINT (-101.9146745 24.20602797),HiPeople_21
1.47565E+18,2021-12-27T20:19:36.000-06:00,POINT (-88.56778 20.684282),patpedersenn
1.47565E+18,2021-12-27T20:20:58.000-06:00,POINT (-102.366667 23.316667),robertofreymann
1.47553E+18,2021-12-27T12:21:29.000-06:00,POINT (-100.43661324 20.6766074),vegafa
1.47553E+18,2021-12-27T12:21:43.000-06:00,POINT (-103.48441745 20.73718796),chocorroy
1.47563E+18,2021-12-27T18:48:59.000-06:00,POINT (-116.63442814 32.09922007),xuxito_08
1.47553E+18,2021-12-27T12:28:03.000-06:00,POINT (-101.4721204 24.07030119),HiPeople_21
1.47557E+18,2021-12-27T14:32:15.000-06:00,POINT (-109.89679544 22.88707368),ArielLyndsey
1.4756E+18,2021-12-27T17:10:08.000-06:00,POINT (-103.13952464 23.91062008),HiPeople_21
1.4756E+18,2021-12-27T17:04:39.000-06:00,POINT (-101.4721204 24.07030119),HiPeople_21
1.47561E+18,2021-12-27T17:11:40.000-06:00,POINT (-101.4721204 24.07030119),HiPeople_21
1.47567E+18,2021-12-27T21:29:03.000-06:00,POINT (-87.35699415 20.31851844),AnngeLBQ
1.47598E+18,2021-12-28T18:00:47.000-06:00,POINT (-98.197906 19.215281),geolocationms
1.47601E+18,2021-12-28T20:00:48.000-06:00,POINT (-98.197908 19.215285),geolocationms
1.47562E+18,2021-12-27T18:11:09.000-06:00,POINT (-100.113358 25.77803475),rubengzzalcala
1.47554E+18,2021-12-27T12:34:04.000-06:00,POINT (-101.9146745 24.20602797),HiPeople_21
1.47554E+18,2021-12-27T12:37:01.000-06:00,POINT (-87.499985 20.20009667),EduardoTaiChi
